file,creature_index,template,old_id,new_id,portrait,reason
Module/utc/cq_infconduit.utc.json,0,cq_infconduit,332,3979,po_hu_m_m05_,Distinct human quest-giver portrait; sync blueprint and placement
Module/utc/cq_killbeacon.utc.json,0,cq_killbeacon,327,3902,po_hu_f_m03_,Distinct human quest-giver portrait; sync blueprint and placement
Module/utc/cq_lightstand.utc.json,0,cq_lightstand,324,3903,po_hu_f_m04_,Distinct human quest-giver portrait; sync blueprint and placement
Module/utc/cq_overbarr.utc.json,0,cq_overbarr,323,3980,po_hu_m_m06_,Distinct human quest-giver portrait; sync blueprint and placement
Module/utc/cq_primover.utc.json,0,cq_primover,336,3904,po_hu_f_m05_,Distinct human quest-giver portrait; sync blueprint and placement
Module/utc/cq_sabcycl.utc.json,0,cq_sabcycl,305,4082,po_hu_m_m14_,Distinct human quest-giver portrait; sync blueprint and placement
Module/utc/cq_scraplock.utc.json,0,cq_scraplock,313,4086,po_hu_m_m15_,Distinct human quest-giver portrait; sync blueprint and placement
Module/utc/cq_unbrbeast.utc.json,0,cq_unbrbeast,334,4091,po_hu_m_m16_,Distinct human quest-giver portrait; sync blueprint and placement
Module/utc/cq_untinst.utc.json,0,cq_untinst,337,4092,po_hu_m_m17_,Distinct human quest-giver portrait; sync blueprint and placement
Module/utc/decurioncmd.utc.json,0,decurioncmd,376,3500,po_bo_1_,Dynamic species appearance
Module/utc/eng_guildmaster.utc.json,0,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/utc/femalebh1.utc.json,0,femalebh1,3764,4352,po_durosf1_,Legacy species head
Module/utc/femalepatron5.utc.json,0,femalepatron5,242,4352,po_durosf1_,Legacy species head
Module/utc/malebh2.utc.json,0,malebh2,3764,4348,po_granm1_,Legacy species head
Module/utc/malebh3.utc.json,0,malebh3,3764,4373,po_rodm1_,Legacy species head
Module/utc/malebithmusician.utc.json,0,malebithmusician,3712,4350,po_bithm1_,Legacy species head
Module/utc/mkelrepsoldier.utc.json,0,mkelrepsoldier,826,4346,po_keldorm1_,Legacy species head
Module/utc/mwqrepsoldier.utc.json,0,mwqrepsoldier,826,129,po_hu_m_99_,Neutral silhouette; no dedicated Weequay portrait
Module/utc/sera_vonn.utc.json,0,sera_vonn,376,3900,po_hu_f_m01_,Human portrait matching gender
Module/git/ar_scor_kacademy.git.json,18,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/git/ar_scor_korrcan.git.json,6,cq_darkhung,0,3920,po_hu_m_m01_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/czs220_hangar.git.json,6,cq_scraplock,313,4086,po_hu_m_m15_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/dan_battlemon.git.json,2,femalepatron5,242,4352,po_durosf1_,Legacy species head
Module/git/dan_crafterbase.git.json,0,agr_guildmaster,3712,4354,po_togrum1_,Dynamic species appearance
Module/git/dan_crafterbase.git.json,1,fab_guildmaster,3712,4316,po_ugn13_,Dynamic species appearance
Module/git/dan_crafterbase.git.json,4,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/git/dan_interiors.git.json,2,malebithmusician,3712,4350,po_bithm1_,Legacy species head
Module/git/dan_interiors.git.json,3,malebithmusician,3712,4350,po_bithm1_,Legacy species head
Module/git/dan_interiors.git.json,12,cq_sabcycl,305,4082,po_hu_m_m14_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/dan_medinterior.git.json,1,cq_infconduit,0,3979,po_hu_m_m05_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/dan_repgarrison.git.json,20,cq_holdline,0,3901,po_hu_f_m02_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/dan_repubmed.git.json,3,cq_emcocktail,0,3975,po_hu_m_m12_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/dan_smugcaverns.git.json,1,malebh3,3764,4373,po_rodm1_,Legacy species head
Module/git/dath_cz_baseok.git.json,3,cq_untinst,0,4092,po_hu_m_m17_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/dath_cz_baseok.git.json,4,cq_unbrbeast,0,4091,po_hu_m_m16_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/dath_landingpad.git.json,0,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/git/dath_landingpad.git.json,3,agr_guildmaster,3712,4354,po_togrum1_,Dynamic species appearance
Module/git/dath_landingpad.git.json,10,cq_primover,0,3904,po_hu_f_m05_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/dath_landingpad.git.json,11,cq_apexbite,0,3900,po_hu_f_m01_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/dath_waterfallru.git.json,0,cq_forcebeast,0,3976,po_hu_m_m13_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/dath_waterfallru.git.json,1,cq_alpharhy,0,3905,po_hu_m_m11_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/hutlar_outpost.git.json,11,agr_guildmaster,3712,4354,po_togrum1_,Dynamic species appearance
Module/git/hutlar_outpost.git.json,12,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/git/korribanlandingp.git.json,8,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/git/korribanlandingp.git.json,10,agr_guildmaster,3712,4354,po_togrum1_,Dynamic species appearance
Module/git/korribanlandingp.git.json,32,cq_lightstand,0,3903,po_hu_f_m04_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/moncaladaccityex.git.json,2,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/git/moncaladaccityex.git.json,4,agr_guildmaster,3712,4354,po_togrum1_,Dynamic species appearance
Module/git/moncaladaccitysu.git.json,1,agr_guildmaster,3712,4354,po_togrum1_,Dynamic species appearance
Module/git/narshadaar_pr001.git.json,15,malebh3,3764,4373,po_rodm1_,Legacy species head
Module/git/narshadaar_promi.git.json,26,colonistrodian2,376,4373,po_rodm1_,Legacy species head
Module/git/narshadaar_promi.git.json,30,colonistwq,376,129,po_hu_m_99_,Neutral silhouette; no dedicated Weequay portrait
Module/git/narshadaar_promi.git.json,31,colonistkeldor,376,4346,po_keldorm1_,Legacy species head
Module/git/narshadaar_promi.git.json,32,colonistgran,376,4348,po_granm1_,Legacy species head
Module/git/narshadaar_promi.git.json,40,malebh2,3764,4348,po_granm1_,Legacy species head
Module/git/narshadaar_promi.git.json,42,malebithmusician,3712,4350,po_bithm1_,Legacy species head
Module/git/narshadaar_promi.git.json,50,colonistkeldor,376,4346,po_keldorm1_,Legacy species head
Module/git/narshadaar_promi.git.json,52,femalepatron5,242,4352,po_durosf1_,Legacy species head
Module/git/pw_ar_narscorpd.git.json,8,colonistbith,376,4350,po_bithm1_,Legacy species head
Module/git/pw_ar_narscorpd.git.json,9,colonistbith,376,3579,po_tran4_,Dynamic species appearance
Module/git/pw_ar_narscorpd.git.json,11,colonistbith,376,3905,po_hu_m_m11_,Human portrait matching gender
Module/git/pw_ar_narscorpd.git.json,21,colonistbith,376,3905,po_hu_m_m11_,Human portrait matching gender
Module/git/pw_ar_narscorpd.git.json,22,colonistbith,376,4346,po_keldorm1_,Dynamic species appearance
Module/git/pw_ar_narscorpd.git.json,23,colonistbith,376,3905,po_hu_m_m11_,Human portrait matching gender
Module/git/pw_ar_narscorpd.git.json,24,colonistbith,376,3905,po_hu_m_m11_,Human portrait matching gender
Module/git/pw_ar_narscorpd.git.json,39,colonistbith,376,3905,po_hu_m_m11_,Human portrait matching gender
Module/git/pw_ar_narscorpd.git.json,40,colonistbith,376,3905,po_hu_m_m11_,Human portrait matching gender
Module/git/pw_ar_narscorpd.git.json,41,colonistbith,376,3905,po_hu_m_m11_,Human portrait matching gender
Module/git/pw_ar_nscasino.git.json,11,malebithmusician,3712,4350,po_bithm1_,Legacy species head
Module/git/pw_ar_nscrafting.git.json,1,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/git/pw_ar_nscrafting.git.json,4,agr_guildmaster,3712,4354,po_togrum1_,Dynamic species appearance
Module/git/pw_ar_nsficlub.git.json,0,colonistbith,376,3900,po_hu_f_m01_,Human portrait matching gender
Module/git/pw_ar_nsficlub.git.json,1,colonistbith,376,4346,po_keldorm1_,Dynamic species appearance
Module/git/pw_ar_nsficlub.git.json,2,colonistbith,376,3579,po_tran4_,Dynamic species appearance
Module/git/pw_ar_nsficlub.git.json,3,malebh2,3764,4348,po_granm1_,Legacy species head
Module/git/r_prax_interiors.git.json,2,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/git/scor_knwinterior.git.json,7,femalepatron5,242,4352,po_durosf1_,Legacy species head
Module/git/scor_kscaves.git.json,2,cq_eclipse,0,3969,po_hu_m_m03_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/smesks_entry.git.json,6,malebh3,3764,4373,po_rodm1_,Legacy species head
Module/git/smesks_entry.git.json,7,malebh2,3764,4348,po_granm1_,Legacy species head
Module/git/smesks_palace.git.json,24,femalepatron5,242,4352,po_durosf1_,Legacy species head
Module/git/sol_mandaloriani.git.json,40,agr_guildmaster,3712,4354,po_togrum1_,Dynamic species appearance
Module/git/sol_mandaloriani.git.json,42,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/git/sol_mandaloriani.git.json,45,cq_overbarr,0,3980,po_hu_m_m06_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/tat_anc_northdis.git.json,30,femalebh1,3764,4352,po_durosf1_,Legacy species head
Module/git/tat_anc_northdis.git.json,33,malebh2,3764,4348,po_granm1_,Legacy species head
Module/git/tat_anc_southdis.git.json,21,agr_guildmaster,3712,4354,po_togrum1_,Dynamic species appearance
Module/git/tat_anc_southdis.git.json,23,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/git/v_repubbase_1.git.json,8,mkelrepsoldier,826,4346,po_keldorm1_,Legacy species head
Module/git/v_repubbase_1.git.json,17,mwqrepsoldier,826,129,po_hu_m_99_,Neutral silhouette; no dedicated Weequay portrait
Module/git/v_repubbase_1.git.json,20,mwqrepsoldier,826,129,po_hu_m_99_,Neutral silhouette; no dedicated Weequay portrait
Module/git/v_repubbase_1.git.json,22,cq_killbeacon,0,3902,po_hu_f_m03_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/v_repubbase_2.git.json,12,femalebh1,3764,4352,po_durosf1_,Legacy species head
Module/git/v_repubbase_cd.git.json,9,cq_deccommand,0,3968,po_hu_m_m02_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/v_repubbase_ext.git.json,28,cq_embunker,0,3972,po_hu_m_m04_,Distinct human quest-giver portrait; sync blueprint and placement
Module/git/v_repubbase_hang.git.json,10,mkelrepsoldier,826,4346,po_keldorm1_,Legacy species head
Module/git/v_repubbase_hang.git.json,14,mkelrepsoldier,826,4346,po_keldorm1_,Legacy species head
Module/git/veles_cantina.git.json,7,mcalrepsoldier,826,4264,po_moncal_m1_,Legacy species head
Module/git/veles_genstore.git.json,1,combatdummy,3823,129,po_hu_m_99_,Neutral creature silhouette for training dummy
Module/git/veles_genstore.git.json,2,combatdummy,3823,129,po_hu_m_99_,Neutral creature silhouette for training dummy
Module/git/veles_holonews.git.json,0,malebh3,3764,3500,po_bo_1_,Dynamic species appearance
Module/git/veles_sheriff.git.json,1,malebh2,3764,4348,po_granm1_,Legacy species head
Module/git/veles_shops.git.json,3,bankemployee,376,4350,po_bithm1_,Legacy species head
Module/git/veles_shops.git.json,4,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/git/veles_shops.git.json,6,agr_guildmaster,3712,4354,po_togrum1_,Dynamic species appearance
Module/git/veles_shops.git.json,15,sera_vonn,376,3900,po_hu_f_m01_,Human portrait matching gender
Module/git/velesinterior.git.json,11,colonistgran,376,4348,po_granm1_,Legacy species head
Module/git/vlegionbasemain.git.json,44,eng_guildmaster,3712,4385,po_rodf2_,Legacy species head
Module/git/vlegionbasemain.git.json,45,agr_guildmaster,3712,4354,po_togrum1_,Dynamic species appearance
